ID,y
1,99.15
2,99.15
3,99.15
4,99.15
5,99.15
8,99.15
10,99.15
11,99.15
12,99.15
14,99.15
15,99.15
16,99.15
17,99.15
19,99.15
20,99.15
21,99.15
22,99.15
23,99.15
26,99.15
28,99.15
29,99.15
33,99.15
35,99.15
41,99.15
42,99.15
43,99.15
45,99.15
46,99.15
51,99.15
53,99.15
55,99.15
56,99.15
57,99.15
58,99.15
59,99.15
63,99.15
64,99.15
65,99.15
69,99.15
71,99.15
72,99.15
73,99.15
76,99.15
77,99.15
78,99.15
82,99.15
83,99.15
84,99.15
85,99.15
87,99.15
88,99.15
89,99.15
91,99.15
93,99.15
94,99.15
95,99.15
96,99.15
97,99.15
98,99.15
99,99.15
101,99.15
103,99.15
104,99.15
105,99.15
110,99.15
111,99.15
113,99.15
114,99.15
115,99.15
117,99.15
120,99.15
121,99.15
122,99.15
123,99.15
126,99.15
132,99.15
135,99.15
137,99.15
138,99.15
140,99.15
142,99.15
144,99.15
148,99.15
149,99.15
155,99.15
156,99.15
157,99.15
162,99.15
163,99.15
167,99.15
172,99.15
179,99.15
180,99.15
181,99.15
182,99.15
183,99.15
185,99.15
187,99.15
188,99.15
189,99.15
191,99.15
192,99.15
193,99.15
194,99.15
195,99.15
196,99.15
198,99.15
199,99.15
201,99.15
204,99.15
205,99.15
206,99.15
210,99.15
211,99.15
216,99.15
219,99.15
220,99.15
221,99.15
226,99.15
227,99.15
228,99.15
230,99.15
231,99.15
235,99.15
236,99.15
238,99.15
242,99.15
243,99.15
244,99.15
245,99.15
247,99.15
248,99.15
249,99.15
250,99.15
251,99.15
253,99.15
254,99.15
256,99.15
257,99.15
258,99.15
259,99.15
262,99.15
266,99.15
267,99.15
272,99.15
273,99.15
275,99.15
276,99.15
279,99.15
280,99.15
283,99.15
285,99.15
288,99.15
289,99.15
290,99.15
291,99.15
292,99.15
293,99.15
296,99.15
297,99.15
298,99.15
299,99.15
304,99.15
305,99.15
306,99.15
307,99.15
311,99.15
313,99.15
314,99.15
316,99.15
324,99.15
327,99.15
329,99.15
330,99.15
337,99.15
338,99.15
339,99.15
340,99.15
343,99.15
345,99.15
346,99.15
347,99.15
349,99.15
350,99.15
352,99.15
353,99.15
354,99.15
357,99.15
358,99.15
362,99.15
364,99.15
365,99.15
366,99.15
367,99.15
368,99.15
370,99.15
373,99.15
377,99.15
378,99.15
382,99.15
384,99.15
390,99.15
392,99.15
393,99.15
395,99.15
396,99.15
399,99.15
406,99.15
408,99.15
409,99.15
410,99.15
412,99.15
413,99.15
419,99.15
420,99.15
421,99.15
430,99.15
434,99.15
436,99.15
437,99.15
438,99.15
439,99.15
440,99.15
443,99.15
446,99.15
448,99.15
452,99.15
453,99.15
457,99.15
458,99.15
459,99.15
460,99.15
462,99.15
464,99.15
465,99.15
467,99.15
471,99.15
472,99.15
473,99.15
475,99.15
480,99.15
488,99.15
490,99.15
491,99.15
492,99.15
493,99.15
497,99.15
498,99.15
499,99.15
500,99.15
501,99.15
502,99.15
506,99.15
510,99.15
511,99.15
512,99.15
516,99.15
518,99.15
519,99.15
521,99.15
522,99.15
526,99.15
529,99.15
532,99.15
533,99.15
536,99.15
537,99.15
539,99.15
540,99.15
541,99.15
543,99.15
546,99.15
547,99.15
548,99.15
551,99.15
552,99.15
556,99.15
557,99.15
558,99.15
559,99.15
560,99.15
562,99.15
566,99.15
570,99.15
571,99.15
572,99.15
573,99.15
575,99.15
576,99.15
577,99.15
579,99.15
580,99.15
581,99.15
589,99.15
591,99.15
593,99.15
594,99.15
595,99.15
598,99.15
602,99.15
604,99.15
606,99.15
608,99.15
609,99.15
610,99.15
616,99.15
617,99.15
618,99.15
620,99.15
622,99.15
623,99.15
624,99.15
626,99.15
628,99.15
629,99.15
630,99.15
637,99.15
638,99.15
643,99.15
645,99.15
646,99.15
648,99.15
652,99.15
653,99.15
654,99.15
656,99.15
657,99.15
659,99.15
660,99.15
663,99.15
664,99.15
666,99.15
668,99.15
669,99.15
671,99.15
675,99.15
677,99.15
678,99.15
679,99.15
682,99.15
685,99.15
687,99.15
688,99.15
693,99.15
696,99.15
698,99.15
701,99.15
704,99.15
705,99.15
709,99.15
710,99.15
711,99.15
712,99.15
714,99.15
715,99.15
716,99.15
717,99.15
720,99.15
721,99.15
724,99.15
725,99.15
726,99.15
728,99.15
731,99.15
734,99.15
738,99.15
745,99.15
746,99.15
751,99.15
754,99.15
756,99.15
758,99.15
759,99.15
761,99.15
766,99.15
767,99.15
768,99.15
769,99.15
770,99.15
771,99.15
772,99.15
773,99.15
774,99.15
776,99.15
777,99.15
780,99.15
782,99.15
787,99.15
788,99.15
792,99.15
793,99.15
798,99.15
800,99.15
806,99.15
809,99.15
811,99.15
812,99.15
814,99.15
816,99.15
817,99.15
818,99.15
820,99.15
823,99.15
829,99.15
830,99.15
831,99.15
834,99.15
839,99.15
841,99.15
